player_name,club,age,position,minutes,goals,assists,contract_expires_year,market_value_million_eur
Jacob Bruun Larsen,Hoffenheim,20.0,"FW,MF",391.0,0.0,1.0,,11.0
Moanes Dabour,Hoffenheim,27.0,FW,766.0,4.0,0.0,,8.0
Ilay Elmkies,Hoffenheim,19.0,MF,1.0,0.0,0.0,,0.0525
Dennis Geiger,Hoffenheim,21.0,MF,1136.0,0.0,3.0,,11.0
Vincenzo Grifo,Hoffenheim,26.0,MF,15.0,0.0,0.0,,5.0
Florian Grillitsch,Hoffenheim,23.0,"MF,DF",2408.0,0.0,3.0,,20.0
Benjamin HĂĽbner,Hoffenheim,30.0,DF,2070.0,1.0,4.0,,4.0
Pavel KadeĹ™Ăˇbek,Hoffenheim,27.0,"DF,MF",2474.0,2.0,7.0,,10.0
Andrej KramariÄ‡,Hoffenheim,28.0,"FW,MF",1422.0,12.0,2.0,,32.0
JĂĽrgen Locadia,Hoffenheim,25.0,FW,530.0,4.0,0.0,,8.0
HĂĄvard Nordtveit,Hoffenheim,29.0,DF,701.0,0.0,1.0,,1.6
Philipp Pentke,Hoffenheim,34.0,GK,360.0,0.0,0.0,,0.03
Stefan Posch,Hoffenheim,22.0,DF,2308.0,0.0,0.0,,11.0
Sebastian Rudy,Hoffenheim,29.0,MF,2734.0,1.0,3.0,,5.0
Lukas Rupp,Hoffenheim,28.0,"MF,FW",340.0,0.0,0.0,,2.0
Diadie SamassĂ©kou,Hoffenheim,23.0,MF,1310.0,0.0,1.0,,14.0
Robert Skov,Hoffenheim,23.0,"DF,FW",2608.0,4.0,7.0,,10.0
Kostas Stafylidis,Hoffenheim,25.0,DF,398.0,1.0,0.0,,2.0
Kevin Vogt,Hoffenheim,27.0,DF,960.0,0.0,0.0,,8.0
Steven Zuber,Hoffenheim,27.0,"DF,FW",749.0,2.0,0.0,,4.0
Lucien Agoume,Inter,17.0,MF,68.0,0.0,0.0,,3.0
Kwadwo Asamoah,Inter,30.0,DF,639.0,0.0,1.0,,6.0
NicolĂ˛ Barella,Inter,22.0,MF,2013.0,1.0,4.0,,36.0
Alessandro Bastoni,Inter,20.0,DF,1921.0,2.0,0.0,,31.0
Cristiano Biraghi,Inter,26.0,"DF,MF",1576.0,2.0,6.0,,9.0
Marcelo Brozovic,Inter,26.0,MF,2701.0,3.0,6.0,,40.0
Antonio Candreva,Inter,32.0,DF,1993.0,5.0,7.0,,5.0
Danilo D'Ambrosio,Inter,30.0,DF,1402.0,4.0,0.0,,10.0
Federico Dimarco,Inter,21.0,"DF,MF",27.0,0.0,0.0,,4.0
Christian Eriksen,Inter,27.0,MF,703.0,1.0,2.0,,68.0
Sebastiano Esposito,Inter,17.0,FW,199.0,1.0,0.0,,9.0
Roberto Gagliardini,Inter,25.0,MF,1797.0,4.0,2.0,,12.0
Diego GodĂ­n,Inter,33.0,DF,1628.0,1.0,1.0,,8.0
Samir HandanoviÄ‡,Inter,35.0,GK,3150.0,0.0,0.0,,4.0
Valentino Lazaro,Inter,23.0,"DF,MF",323.0,0.0,1.0,,15.0
Romelu Lukaku,Inter,26.0,FW,2979.0,23.0,2.0,,68.0
Lautaro MartĂ­nez,Inter,21.0,FW,2452.0,14.0,3.0,,64.0
Victor Moses,Inter,28.0,DF,420.0,0.0,3.0,,6.0
Daniele Padelli,Inter,33.0,GK,270.0,0.0,0.0,,0.065
Lorenzo Pirola,Inter,17.0,DF,12.0,0.0,0.0,,0.09
Matteo Politano,Inter,25.0,FW,259.0,0.0,0.0,,22.0
Andrea Ranocchia,Inter,31.0,DF,526.0,0.0,0.0,,2.0
Alexis SĂˇnchez,Inter,30.0,FW,923.0,4.0,8.0,,16.0
Stefano Sensi,Inter,23.0,"MF,FW",723.0,3.0,2.0,,24.0
Milan Skriniar,Inter,24.0,DF,2627.0,0.0,0.0,,50.0
Borja Valero,Inter,34.0,MF,931.0,2.0,0.0,,1.0
MatĂ­as Vecino,Inter,27.0,MF,1282.0,2.0,2.0,,18.0
Stefan de Vrij,Inter,27.0,DF,2830.0,4.0,3.0,,48.0
Ashley Young,Inter,34.0,DF,1185.0,4.0,4.0,,3.0
Rodrigo Bentancur,Juventus,22.0,MF,2196.0,0.0,7.0,,40.0
Federico Bernardeschi,Juventus,25.0,"MF,FW",1571.0,1.0,1.0,,28.0
Leonardo Bonucci,Juventus,32.0,DF,3082.0,3.0,0.0,,20.0
Gianluigi Buffon,Juventus,41.0,GK,810.0,0.0,0.0,,1.0
Emre Can,Juventus,25.0,MF,284.0,0.0,0.0,,26.0
Giorgio Chiellini,Juventus,34.0,DF,202.0,1.0,0.0,,4.0
Douglas Costa,Juventus,28.0,"FW,MF",802.0,1.0,4.0,,24.0
Juan Cuadrado,Juventus,31.0,DF,2654.0,2.0,5.0,,14.0
Danilo,Juventus,28.0,DF,1440.0,2.0,0.0,,15.0
Mattia De Sciglio,Juventus,26.0,DF,471.0,0.0,0.0,,9.0
Merih Demiral,Juventus,21.0,DF,418.0,1.0,1.0,,27.0
Paulo Dybala,Juventus,25.0,"FW,MF",2155.0,11.0,6.0,,72.0
Gianluca Frabotta,Juventus,20.0,DF,90.0,0.0,0.0,,0.0075
Gonzalo HiguaĂ­n,Juventus,31.0,FW,1866.0,8.0,4.0,,25.0
Sami Khedira,Juventus,32.0,MF,681.0,0.0,1.0,,5.0
Matthijs de Ligt,Juventus,19.0,DF,2450.0,4.0,0.0,,67.0
Blaise Matuidi,Juventus,32.0,MF,2237.0,0.0,2.0,,10.0
Simone Muratore,Juventus,21.0,MF,165.0,0.0,0.0,,0.0125
Marco Olivieri,Juventus,20.0,FW,30.0,0.0,0.0,,0.02
Daouda Peeters,Juventus,20.0,MF,15.0,0.0,0.0,,0.01
Carlo Pinsoglio,Juventus,29.0,GK,19.0,0.0,0.0,,0.04
Miralem PjaniÄ‡,Juventus,29.0,MF,2277.0,3.0,6.0,,50.0
Adrien Rabiot,Juventus,24.0,MF,1912.0,1.0,1.0,,25.0
Aaron Ramsey,Juventus,28.0,MF,1051.0,3.0,1.0,,28.0
Cristiano Ronaldo,Juventus,34.0,FW,2917.0,31.0,5.0,,60.0
Daniele Rugani,Juventus,25.0,DF,690.0,0.0,0.0,,12.0
Alex Sandro,Juventus,28.0,DF,2385.0,1.0,3.0,,35.0
Wojciech SzczÄ™sny,Juventus,29.0,GK,2591.0,0.0,0.0,,35.0
Giacomo Vrioni,Juventus,20.0,FW,12.0,0.0,0.0,,0.045
Luca Zanimacchia,Juventus,21.0,FW,120.0,0.0,0.0,,0.025
Matthias Bader,KĂ¶ln,22.0,DF,12.0,0.0,0.0,,0.04
Sebastiaan Bornauw,KĂ¶ln,20.0,DF,2447.0,6.0,0.0,,11.0
Darko Churlinov,KĂ¶ln,19.0,FW,21.0,0.0,0.0,,0.0675
Christian Clemens,KĂ¶ln,27.0,"MF,FW",16.0,0.0,0.0,,1.0
Jhon CĂłrdoba,KĂ¶ln,26.0,FW,1998.0,13.0,2.0,,9.0
Rafael Czichos,KĂ¶ln,29.0,DF,2207.0,1.0,1.0,,1.0
Dominick Drexler,KĂ¶ln,29.0,"MF,FW",1587.0,3.0,4.0,,3.0
Kingsley Ehizibue,KĂ¶ln,24.0,DF,2329.0,1.0,1.0,,2.0
Jonas Hector,KĂ¶ln,29.0,"MF,DF",2433.0,4.0,2.0,,6.0
Marco HĂ¶ger,KĂ¶ln,29.0,MF,676.0,0.0,0.0,,1.0
Timo Horn,KĂ¶ln,26.0,GK,3060.0,0.0,0.0,,4.0
Ismail Jakobs,KĂ¶ln,19.0,"FW,DF",1672.0,2.0,2.0,,2.0
Florian Kainz,KĂ¶ln,26.0,"FW,MF",1561.0,5.0,6.0,,2.0
Noah Katterbach,KĂ¶ln,18.0,DF,1316.0,0.0,0.0,,6.0
Toni Leistner,KĂ¶ln,28.0,DF,1012.0,0.0,0.0,,2.0
Jorge MerĂ©,KĂ¶ln,22.0,DF,619.0,1.0,0.0,,4.0
Anthony Modeste,KĂ¶ln,31.0,"FW,MF",1138.0,4.0,1.0,,3.0
Elvis RexhbeĂ§aj,KĂ¶ln,21.0,MF,623.0,0.0,3.0,,4.0
Marcel Risse,KĂ¶ln,29.0,"MF,FW",132.0,0.0,2.0,,1.0
Louis Schaub,KĂ¶ln,24.0,MF,623.0,1.0,1.0,,3.0
Kingsley Schindler,KĂ¶ln,26.0,"FW,MF",849.0,0.0,2.0,,1.0
Benno Schmitz,KĂ¶ln,24.0,DF,1158.0,0.0,0.0,,0.08
Ellyes Skhiri,KĂ¶ln,24.0,MF,2672.0,1.0,3.0,,6.0
Lasse Sobiech,KĂ¶ln,28.0,DF,90.0,0.0,0.0,,0.095
Simon Terodde,KĂ¶ln,31.0,"FW,MF",813.0,3.0,1.0,,2.0
Jan Thielmann,KĂ¶ln,17.0,"FW,MF",554.0,0.0,1.0,,2.0
Mark Uth,KĂ¶ln,27.0,"MF,FW",1162.0,5.0,5.0,,7.5
Birger Verstraete,KĂ¶ln,25.0,MF,665.0,0.0,1.0,,3.0
Francesco Acerbi,Lazio,31.0,DF,3162.0,2.0,2.0,,12.0
Bobby Adekanye,Lazio,20.0,FW,188.0,1.0,0.0,,0.0525
Luis Alberto,Lazio,26.0,MF,3113.0,6.0,15.0,,50.0
Djavan Anderson,Lazio,24.0,"DF,MF",167.0,0.0,0.0,,0.03
NicolĂ˛ Armini,Lazio,18.0,DF,3.0,0.0,0.0,,0.02
Bastos,Lazio,28.0,DF,765.0,1.0,0.0,,2.7
Valon Berisha,Lazio,26.0,"MF,FW",33.0,0.0,0.0,,4.0
Felipe Caicedo,Lazio,30.0,FW,1406.0,9.0,2.0,,4.0
Danilo Cataldi,Lazio,24.0,MF,592.0,1.0,0.0,,3.0
JoaquĂ­n Correa,Lazio,24.0,"FW,MF",2002.0,9.0,2.0,,30.0
Luca Falbo,Lazio,19.0,DF,2.0,0.0,0.0,,0.01
Luiz Felipe,Lazio,22.0,DF,2024.0,1.0,1.0,,22.0
Ciro Immobile,Lazio,29.0,FW,3170.0,36.0,9.0,,40.0
Jony,Lazio,28.0,DF,1177.0,0.0,1.0,,5.0
Manuel Lazzari,Lazio,25.0,DF,2548.0,0.0,3.0,,14.0
Lucas Leiva,Lazio,32.0,MF,1808.0,0.0,1.0,,6.0
Anderson Lima,Lazio,19.0,MF,62.0,0.0,0.0,,0.0008
Jordan Lukaku,Lazio,25.0,DF,396.0,0.0,2.0,,4.0
Senad LuliÄ‡,Lazio,33.0,DF,1573.0,0.0,2.0,,2.5
Adam MaruĹˇiÄ‡,Lazio,26.0,DF,942.0,2.0,1.0,,5.5
Sergej MilinkoviÄ‡-SaviÄ‡,Lazio,24.0,MF,3029.0,7.0,4.0,,64.0
Marco Parolo,Lazio,34.0,MF,1700.0,1.0,0.0,,1.0
Patric,Lazio,26.0,DF,1670.0,0.0,0.0,,9.0
Čtefan Radu,Lazio,32.0,DF,2306.0,1.0,0.0,,4.0
Thomas Strakosha,Lazio,24.0,GK,3420.0,0.0,0.0,,20.0
Denis Vavro,Lazio,23.0,DF,328.0,0.0,0.0,,6.0
Khouma Babacar,Lecce,26.0,FW,1422.0,3.0,0.0,,5.0
AntonĂ­n BarĂˇk,Lecce,24.0,MF,1369.0,2.0,1.0,,8.0
Romario Benzar,Lecce,27.0,DF,97.0,0.0,0.0,,1.0
Marco Calderoni,Lecce,30.0,DF,2064.0,3.0,2.0,,0.08
Alessandro Deiola,Lecce,23.0,MF,717.0,1.0,1.0,,0.095
Cristian Dell'Orco,Lecce,25.0,DF,1007.0,0.0,1.0,,0.065
Giulio Donati,Lecce,29.0,DF,1760.0,1.0,0.0,,0.08
Edgaras Dubickas,Lecce,21.0,DF,3.0,0.0,0.0,,0.0075
Filippo Falco,Lecce,27.0,"FW,MF",2014.0,4.0,6.0,,3.0
Diego Farias,Lecce,29.0,"FW,MF",824.0,2.0,0.0,,3.0
Gabriel,Lecce,26.0,GK,2997.0,0.0,0.0,,0.0009
Giannelli Imbula,Lecce,26.0,MF,130.0,0.0,0.0,,2.0
Andrea La Mantia,Lecce,28.0,FW,553.0,2.0,0.0,,2.0
Gianluca Lapadula,Lecce,29.0,FW,1784.0,11.0,0.0,,4.0
Fabio Lucioni,Lecce,31.0,DF,3132.0,3.0,0.0,,0.0725
Ĺ˝an Majer,Lecce,27.0,MF,1664.0,1.0,1.0,,1.6
Marco Mancosu,Lecce,30.0,"MF,FW",2440.0,14.0,2.0,,2.0
Biagio Meccariello,Lecce,28.0,DF,768.0,1.0,0.0,,0.055
Ilario Monterisi,Lecce,17.0,DF,3.0,0.0,0.0,,0.0075
NehuĂ©n Paz,Lecce,26.0,DF,844.0,0.0,0.0,,0.0325
Jacopo Petriccione,Lecce,24.0,MF,2138.0,0.0,5.0,,2.0
Davide Riccardi,Lecce,23.0,DF,20.0,0.0,0.0,,0.015
Andrea Rispoli,Lecce,30.0,DF,1909.0,0.0,0.0,,0.08
Luca Rossettini,Lecce,34.0,DF,2261.0,0.0,2.0,,0.04
Riccardo Saponara,Lecce,27.0,"MF,FW",947.0,2.0,4.0,,2.0
Yevgen Shakhov,Lecce,28.0,"MF,FW",1085.0,1.0,2.0,,1.5
Andrea Tabanelli,Lecce,29.0,MF,964.0,1.0,0.0,,0.0725
Panagiotis Tachtsidis,Lecce,28.0,MF,2003.0,0.0,2.0,,0.095
Brayan Vera,Lecce,20.0,"DF,MF",155.0,0.0,1.0,,0.045
Mauro Vigorito,Lecce,29.0,GK,423.0,0.0,0.0,,0.065
Ibrahim Amadou,LeganĂ©s,26.0,MF,770.0,0.0,0.0,,5.0
Miguel Ăngel Guerrero,LeganĂ©s,29.0,FW,790.0,1.0,0.0,,1.0
JosĂ© Arnaiz,LeganĂ©s,24.0,"MF,FW",337.0,0.0,0.0,,2.0
Roger AssalĂ©,LeganĂ©s,25.0,"FW,MF",531.0,2.0,1.0,,6.0
Javier AvilĂ©s,LeganĂ©s,21.0,"MF,FW",184.0,1.0,1.0,,0.3
Chidozie Awaziem,LeganĂ©s,22.0,DF,1997.0,0.0,0.0,,4.0
Martin Braithwaite,LeganĂ©s,28.0,"FW,MF",1934.0,6.0,1.0,,9.0
Bryan,LeganĂ©s,18.0,"MF,FW",558.0,1.0,0.0,,9.0
Unai Bustinza,LeganĂ©s,27.0,DF,2684.0,0.0,1.0,,3.0
Guido Carrillo,LeganĂ©s,28.0,FW,1213.0,1.0,2.0,,4.0
IvĂˇn CuĂ©llar,LeganĂ©s,35.0,GK,2429.0,0.0,0.0,,0.065
Youssef En-Nesyri,LeganĂ©s,22.0,FW,1385.0,4.0,2.0,,12.0
Javier Eraso,LeganĂ©s,29.0,"MF,FW",815.0,0.0,0.0,,0.0008
Manuel Garrido,LeganĂ©s,18.0,FW,115.0,0.0,0.0,,5e-05
Sabin Merino,LeganĂ©s,27.0,FW,78.0,0.0,0.0,,0.08
Roque Mesa,LeganĂ©s,30.0,MF,2012.0,1.0,3.0,,5.0
Marc Navarro,LeganĂ©s,24.0,DF,219.0,0.0,0.0,,1.0
Kenneth Omeruo,LeganĂ©s,25.0,DF,1874.0,1.0,0.0,,2.0
RubĂ©n PĂ©rez,LeganĂ©s,30.0,MF,2194.0,1.0,1.0,,6.0
Recio,LeganĂ©s,28.0,MF,1570.0,0.0,0.0,,2.0
Cristian Rivera,LeganĂ©s,22.0,MF,311.0,0.0,0.0,,1.0
KĂ©vin Rodrigues,LeganĂ©s,25.0,"DF,MF",1931.0,1.0,2.0,,2.0
Ă“scar RodrĂ­guez Arnaiz,LeganĂ©s,21.0,"MF,FW",1914.0,9.0,2.0,,15.0
Roberto Rosales,LeganĂ©s,30.0,DF,1871.0,0.0,1.0,,1.0
Aitor Ruibal,LeganĂ©s,23.0,"DF,FW",1220.0,0.0,0.0,,0.095
Jonathan Silva,LeganĂ©s,25.0,DF,2785.0,1.0,2.0,,3.0
Dimitris Siovas,LeganĂ©s,30.0,DF,1918.0,0.0,0.0,,3.0
Juan Soriano,LeganĂ©s,21.0,GK,990.0,0.0,0.0,,1.0
Rodrigo TarĂ­n,LeganĂ©s,23.0,DF,951.0,0.0,0.0,,1.2
Marc Albrighton,Leicester City,29.0,"MF,DF",867.0,0.0,3.0,,8.0
Harvey Barnes,Leicester City,21.0,"MF,FW",2083.0,6.0,8.0,,17.0
Ryan Bennett,Leicester City,29.0,DF,331.0,0.0,0.0,,4.0
Ben Chilwell,Leicester City,22.0,DF,2373.0,3.0,3.0,,40.0
Hamza Choudhury,Leicester City,21.0,MF,893.0,1.0,1.0,,8.0
Jonny Evans,Leicester City,31.0,DF,3383.0,1.0,1.0,,12.0
Christian Fuchs,Leicester City,33.0,DF,772.0,0.0,0.0,,1.0
Demarai Gray,Leicester City,23.0,"MF,FW",622.0,2.0,3.0,,14.0
George Hirst,Leicester City,20.0,FW,11.0,0.0,0.0,,0.045
Kelechi Iheanacho,Leicester City,22.0,FW,960.0,5.0,3.0,,12.0
Matty James,Leicester City,28.0,MF,6.0,0.0,0.0,,1.0
James Justin,Leicester City,21.0,DF,1012.0,0.0,1.0,,3.0
James Maddison,Leicester City,22.0,MF,2624.0,6.0,3.0,,48.0
Nampalys Mendy,Leicester City,27.0,MF,291.0,0.0,0.0,,5.0
Wes Morgan,Leicester City,35.0,DF,436.0,0.0,0.0,,1.0
Wilfred Ndidi,Leicester City,22.0,MF,2674.0,2.0,1.0,,36.0
Ricardo Pereira,Leicester City,25.0,DF,2520.0,3.0,2.0,,32.0
Ayoze PĂ©rez,Leicester City,26.0,"MF,FW",2004.0,8.0,4.0,,24.0
Dennis Praet,Leicester City,25.0,MF,1134.0,1.0,2.0,,19.0
Kasper Schmeichel,Leicester City,32.0,GK,3420.0,0.0,0.0,,9.0
Ă‡aÄźlar SĂ¶yĂĽncĂĽ,Leicester City,23.0,DF,3036.0,1.0,1.0,,40.0
Luke Thomas,Leicester City,19.0,DF,267.0,0.0,1.0,,1.0
Youri Tielemans,Leicester City,22.0,MF,2828.0,3.0,6.0,,44.0
Jamie Vardy,Leicester City,32.0,FW,3033.0,23.0,5.0,,16.0
Enis Bardhi,Levante,24.0,MF,2114.0,7.0,2.0,,12.0
Erick Cabaco,Levante,24.0,DF,809.0,0.0,0.0,,4.0
JosĂ© CampaĂ±a,Levante,26.0,MF,3156.0,2.0,7.0,,12.0
Carlos Clerc,Levante,27.0,DF,1848.0,0.0,2.0,,2.0
Coke,Levante,32.0,DF,989.0,1.0,0.0,,1.0
Ă“scar Duarte,Levante,30.0,DF,485.0,0.0,0.0,,0.0725
Aitor FernĂˇndez,Levante,28.0,GK,3240.0,0.0,0.0,,8.0
HernĂ˘ni Fortes,Levante,27.0,"MF,FW",654.0,2.0,0.0,,2.0
Bruno GonzĂˇlez,Levante,29.0,DF,456.0,0.0,0.0,,1.0
Giorgi Kochorashvili,Levante,20.0,MF,2.0,0.0,0.0,,0.01
Sergio LeĂłn,Levante,30.0,FW,672.0,1.0,0.0,,2.0
JosĂ© Luis Morales,Levante,32.0,"FW,MF",2519.0,4.0,2.0,,6.0
Roger MartĂ­,Levante,28.0,FW,2267.0,11.0,1.0,,8.0
Pablo MartĂ­nez,Levante,21.0,"MF,FW",33.0,0.0,0.0,,0.025
Borja Mayoral,Levante,22.0,FW,2140.0,8.0,2.0,,3.0
Gonzalo Melero,Levante,25.0,MF,1236.0,2.0,1.0,,3.0
Jorge MiramĂłn,Levante,30.0,DF,2432.0,0.0,3.0,,2.0
Sergio Postigo,Levante,30.0,DF,2374.0,1.0,1.0,,1.0
Nemanja Radoja,Levante,26.0,MF,1993.0,1.0,0.0,,3.0
RubĂ©n Rochina,Levante,28.0,MF,1875.0,5.0,3.0,,3.0
ToĂ±o,Levante,29.0,DF,1589.0,0.0,2.0,,0.0008
RĂşben Vezo,Levante,25.0,DF,2610.0,0.0,0.0,,4.0
Nikola Vukcevic,Levante,27.0,MF,1569.0,0.0,2.0,,3.0
Lucas Alario,Leverkusen,26.0,FW,1174.0,7.0,1.0,,13.0
Nadiem Amiri,Leverkusen,22.0,"MF,FW",1857.0,1.0,2.0,,16.0
Charles ArĂˇnguiz,Leverkusen,30.0,MF,2118.0,1.0,3.0,,12.0
Leon Bailey,Leverkusen,21.0,"FW,MF",1090.0,5.0,3.0,,29.0
Julian Baumgartlinger,Leverkusen,31.0,MF,1791.0,2.0,2.0,,2.0
Karim Bellarabi,Leverkusen,29.0,"FW,DF",1424.0,4.0,6.0,,12.0
Lars Bender,Leverkusen,30.0,"DF,MF",1373.0,2.0,1.0,,7.0
Sven Bender,Leverkusen,30.0,DF,2726.0,2.0,1.0,,7.0
Kerem Demirbay,Leverkusen,26.0,MF,1573.0,1.0,5.0,,24.0
Moussa Diaby,Leverkusen,20.0,"FW,MF",1771.0,5.0,5.0,,27.0
Aleksandar DragoviÄ‡,Leverkusen,28.0,DF,1029.0,0.0,0.0,,5.2
Kai Havertz,Leverkusen,20.0,"MF,FW",2454.0,12.0,6.0,,81.0
LukĂˇĹˇ HrĂˇdeckĂ˝,Leverkusen,29.0,GK,3060.0,0.0,0.0,,8.0
Exequiel Palacios,Leverkusen,20.0,MF,177.0,0.0,0.0,,22.0
Paulinho,Leverkusen,19.0,"MF,FW",304.0,3.0,2.0,,13.5
Joel Pohjanpalo,Leverkusen,24.0,MF,2.0,0.0,0.0,,0.08
Panagiotis Retsos,Leverkusen,20.0,DF,114.0,0.0,0.0,,8.0
Daley Sinkgraven,Leverkusen,24.0,DF,909.0,0.0,1.0,,4.0
Jonathan Tah,Leverkusen,23.0,DF,2092.0,0.0,1.0,,29.0
Edmond Tapsoba,Leverkusen,20.0,DF,1058.0,0.0,0.0,,18.0
Kevin Volland,Leverkusen,27.0,FW,2047.0,10.0,7.0,,28.0
Mitchell Weiser,Leverkusen,25.0,DF,1172.0,1.0,0.0,,8.0
Wendell,Leverkusen,26.0,DF,1903.0,0.0,2.0,,7.5
Florian Wirtz,Leverkusen,16.0,"FW,MF",367.0,1.0,0.0,,24.0
Benjamin AndrĂ©,Lille,28.0,MF,2054.0,2.0,1.0,,8.0
Luiz AraĂşjo,Lille,23.0,"FW,MF",828.0,2.0,1.0,,5.0
Jonathan Bamba,Lille,23.0,"FW,MF",1937.0,1.0,4.0,,16.0
Domagoj BradariÄ‡,Lille,19.0,DF,1419.0,0.0,1.0,,6.0
Zeki Ă‡elik,Lille,22.0,DF,2070.0,0.0,2.0,,20.0
Tiago DjalĂł,Lille,19.0,DF,661.0,0.0,0.0,,4.0
Gabriel Dos Santos,Lille,21.0,DF,2087.0,1.0,0.0,,28.0
JosĂ© Fonte,Lille,35.0,DF,2205.0,1.0,1.0,,1.0
NicolĂˇs GaitĂˇn,Lille,31.0,"MF,FW",54.0,0.0,0.0,,3.0
Jonathan Ikone,Lille,21.0,"MF,FW",2057.0,3.0,6.0,,36.0
Thiago Maia,Lille,22.0,MF,48.0,0.0,0.0,,3.0
Mike Maignan,Lille,23.0,GK,2520.0,0.0,0.0,,17.0
Reinildo Mandava,Lille,25.0,DF,1110.0,0.0,0.0,,2.0
Cheikh Niasse,Lille,19.0,MF,15.0,0.0,0.0,,0.015
Jean Onana,Lille,19.0,MF,79.0,0.0,0.0,,0.005
Victor Osimhen,Lille,20.0,FW,2287.0,13.0,4.0,,27.0
Abou Ouattara,Lille,19.0,MF,9.0,0.0,0.0,,0.01
JĂ©rĂ©my Pied,Lille,30.0,DF,450.0,0.0,0.0,,2.0
LoĂŻc RĂ©my,Lille,32.0,FW,963.0,7.0,0.0,,2.0
Renato Sanches,Lille,21.0,"MF,FW",1483.0,3.0,1.0,,16.0
Adama Soumaoro,Lille,27.0,DF,415.0,1.0,0.0,,8.0
Boubakary SoumarĂ©,Lille,20.0,MF,1213.0,0.0,0.0,,24.0
Timothy Weah,Lille,19.0,MF,85.0,0.0,0.0,,7.0
Xeka,Lille,24.0,MF,709.0,0.0,0.0,,7.0
Yusuf YazÄ±cÄ±,Lille,22.0,"MF,FW",848.0,1.0,4.0,,13.0
AdriĂˇn,Liverpool,32.0,GK,875.0,0.0,0.0,,4.0
Trent Alexander-Arnold,Liverpool,20.0,DF,3175.0,4.0,13.0,,99.0
Alisson,Liverpool,26.0,GK,2543.0,0.0,1.0,,72.0
Virgil van Dijk,Liverpool,28.0,DF,3420.0,5.0,1.0,,80.0
Harvey Elliot,Liverpool,16.0,DF,8.0,0.0,0.0,,4.0
Fabinho,Liverpool,25.0,MF,2079.0,2.0,3.0,,56.0
Roberto Firmino,Liverpool,27.0,FW,2988.0,9.0,8.0,,72.0
Joe Gomez,Liverpool,22.0,DF,2004.0,0.0,0.0,,33.0
Jordan Henderson,Liverpool,29.0,MF,2238.0,4.0,5.0,,28.0
Curtis Jones,Liverpool,18.0,MF,126.0,1.0,0.0,,1.0
Naby KeĂŻta,Liverpool,24.0,MF,815.0,2.0,3.0,,33.0
Adam Lallana,Liverpool,31.0,"MF,FW",382.0,1.0,1.0,,9.0
Dejan Lovren,Liverpool,30.0,DF,777.0,0.0,1.0,,16.0
Sadio ManĂ©,Liverpool,27.0,FW,2747.0,18.0,7.0,,120.0
JoĂ«l Matip,Liverpool,27.0,DF,703.0,1.0,0.0,,32.0
James Milner,Liverpool,33.0,"MF,DF",937.0,2.0,2.0,,6.0
Takumi Minamino,Liverpool,24.0,"FW,MF",249.0,0.0,0.0,,10.0
Divock Origi,Liverpool,24.0,FW,717.0,4.0,1.0,,16.0
Alex Oxlade-Chamberlain,Liverpool,25.0,"MF,FW",1485.0,4.0,1.0,,28.0
Andrew Robertson,Liverpool,25.0,DF,3111.0,2.0,12.0,,64.0
Mohamed Salah,Liverpool,27.0,FW,2876.0,19.0,10.0,,120.0
Xherdan Shaqiri,Liverpool,27.0,FW,185.0,1.0,0.0,,16.0
Georginio Wijnaldum,Liverpool,28.0,MF,2935.0,4.0,0.0,,40.0
Neco Williams,Liverpool,18.0,DF,230.0,0.0,0.0,,4.0
Joachim Andersen,Lyon,23.0,DF,1531.0,1.0,0.0,,16.0
Houssem Aouar,Lyon,21.0,MF,1956.0,3.0,4.0,,49.0
Melvin Bard,Lyon,18.0,DF,45.0,0.0,0.0,,4.5
Maxence Caqueret,Lyon,19.0,MF,568.0,0.0,0.0,,7.0
Rayan Cherki,Lyon,15.0,"MF,FW",143.0,0.0,0.0,,18.0
Maxwel Cornet,Lyon,22.0,"FW,DF",1330.0,4.0,3.0,,10.0
Moussa DembĂ©lĂ©,Lyon,23.0,FW,2188.0,16.0,2.0,,40.0
Jason Denayer,Lyon,24.0,DF,2131.0,0.0,1.0,,12.0
Memphis Depay,Lyon,25.0,"FW,MF",1018.0,9.0,2.0,,44.0
Leo Dubois,Lyon,24.0,DF,1346.0,0.0,0.0,,14.0
Amine Gouiri,Lyon,19.0,FW,1.0,0.0,0.0,,4.0
Youssouf KonĂ©,Lyon,24.0,DF,818.0,0.0,0.0,,6.0
Anthony Lopes,Lyon,28.0,GK,2340.0,0.0,0.0,,17.0
Jean Lucas,Lyon,21.0,MF,200.0,1.0,0.0,,4.5
Fernando Marcal,Lyon,30.0,DF,829.0,0.0,1.0,,2.4
Marcelo,Lyon,32.0,DF,1503.0,0.0,0.0,,3.0
Thiago Mendes,Lyon,27.0,MF,1812.0,0.0,6.0,,16.0
Rafael,Lyon,29.0,DF,700.0,0.0,0.0,,5.0
Jeff Reine-AdĂ©laĂŻde,Lyon,21.0,"MF,FW",783.0,2.0,1.0,,22.0
Oumar Solet,Lyon,19.0,DF,9.0,0.0,0.0,,0.09
Ciprian TÄtÄruČ™anu,Lyon,33.0,GK,180.0,0.0,0.0,,0.7
Martin Terrier,Lyon,22.0,"FW,MF",1198.0,1.0,2.0,,10.0
Kenny Tete,Lyon,23.0,DF,1072.0,0.0,1.0,,5.0
